학원명,도로명주소,분야명,정원합계,Latitude,Longitude
상상미학N2관학원,서울특별시 강남구 선릉로86길 12,입시.검정 및 보습,320,37.5031278,127.0508928
혜기에듀원격학원,서울특별시 강남구 강남대로 364,종합(대),4,37.4955525,127.0292924
에스엠신수학교습소,서울특별시 강남구 삼성로 155,입시.검정 및 보습,15,37.4938284,127.062941
박은성한양무용학원,서울특별시 강남구 선릉로4길 11,예능(대),200,37.4826632,127.0620605
헨리영어압구정학원,서울특별시 강남구 압구정로30길 17,입시.검정 및 보습,120,37.5263249,127.0295435
한울수학학원,서울특별시 강남구 도곡로63길 27,입시.검정 및 보습,65,37.4987844,127.0535968
에이스미술학원,서울특별시 강남구 선릉로82길 13,예능(대),50,37.5027711,127.051077
수서정상수학학원,서울특별시 강남구 밤고개로 219,입시.검정 및 보습,96,37.4747226,127.1070295
하이웨이학원,서울특별시 강남구 역삼로92길 7,입시.검정 및 보습,60,37.5040155,127.0629798
뷰티풀마인드고등관수학학원,서울특별시 강남구 선릉로64길 11-15,입시.검정 및 보습,145,37.4988592,127.052612
마이크림슨영어교습소,서울특별시 강남구 논현로 838,입시.검정 및 보습,0,37.5234564,127.0286181
효자원격학원,서울특별시 강남구 삼성로72길 3,입시.검정 및 보습,180,37.502669,127.0593989
토브에듀케어학원,서울특별시 강남구 개포로 516,입시.검정 및 보습,180,37.4888759,127.0716679
수시컨설팅바른학원,서울특별시 강남구 개포로82길 13-9,입시.검정 및 보습,25,37.4886373,127.0677765
에스엠유니버스학원,서울특별시 강남구 영동대로 217,종합(대),296,37.50727,127.0639018
한우리일원한솔독서논술교습소,서울특별시 강남구 광평로10길 6,입시.검정 및 보습,30,37.4818897,127.0775108
노아아카데미학원,서울특별시 강남구 도산대로27길 43,입시.검정 및 보습,103,37.5227805,127.0273804
플라즈마대치학원,서울특별시 강남구 삼성로 341,입시.검정 및 보습,1140,37.5019016,127.0589304
이데아아카데미학원,서울특별시 강남구 삼성로71길 30,입시.검정 및 보습,38,37.5017631,127.0564311
파인만엠수학압구정캠퍼스학원,서울특별시 강남구 압구정로32길 23,입시.검정 및 보습,75,37.5262125,127.0300613
민앤킴수학학원,서울특별시 강남구 언주로30길 13,입시.검정 및 보습,1095,37.4881202,127.0510778
메타코드조형미술학원,서울특별시 강남구 선릉로72길 10-12,예능(대),95,37.4994433,127.052337
서울아이비영어원격학원,서울특별시 강남구 논현로132길 13,종합(대),6,37.5152717,127.0316026
엘앤케이(L_K)키즈아트스포츠아트센타미술학원,서울특별시 강남구 삼성로 14,예능(대),30,37.520494,127.057159
톰테(Tomte)아트미술교습소,서울특별시 강남구 역삼로 306,예능(대),12,37.4985708,127.0464187
수학의길수학교습소,서울특별시 강남구 삼성로 155,입시.검정 및 보습,16,37.4938284,127.062941
청담아카데미영어학원,서울특별시 강남구 학동로63길 8,입시.검정 및 보습,32,37.5185516,127.0450114
앤디프랩원격학원,서울특별시 강남구 도산대로 145,종합(대),2,37.5185356,127.0244178
제이음악학원,서울특별시 강남구 삼성로58길 39,예능(대),36,37.4994486,127.0642747
김안나키즈싱어3호점음악교습소,서울특별시 강남구 삼성로 151,예능(대),1,37.4921261,127.0625653
링컨파크아트클럽(LicolnParkArtClub)미술교습소,서울특별시 강남구 삼성로63길 12-17,예능(대),10,37.5008978,127.0584947
압구정명문국어교습소,서울특별시 강남구 압구정로 134,입시.검정 및 보습,4,37.5243611,127.0234522
제이케이(JK)클라리넷학원,서울특별시 강남구 선릉로 225,예능(대),16,37.4953404,127.0526522
자이리틀쇼팽음악학원,서울특별시 강남구 삼성로 14,예능(대),260,37.520494,127.057159
그레이드원5관수학학원,서울특별시 강남구 도곡로 408,입시.검정 및 보습,70,37.4966877,127.0552639
임지영발레2호점학원,서울특별시 강남구 삼성로 14,예능(대),60,37.520494,127.057159
컨셉트아트앤디자인미술교습소,서울특별시 강남구 논현로163길 9-6,예능(대),25,37.5237383,127.0272183
에스티엘에듀원격학원,서울특별시 강남구 강남대로 584,종합(대),30,37.513958,127.0206632
메종드아트스튜디오미술교습소,서울특별시 강남구 개포로110길 15,예능(대),9,37.4922926,127.0783273
아티언스융합논술학원,서울특별시 강남구 선릉로64길 11-15,입시.검정 및 보습,8,37.4988592,127.052612
날개달기레전드학원,서울특별시 강남구 선릉로62길 37,입시.검정 및 보습,264,37.4977724,127.0545696
선물음악학원,서울특별시 강남구 삼성로 14,예능(대),82,37.520494,127.057159
언제나음악학원,서울특별시 강남구 남부순환로 2909,예능(대),30,37.4922077,127.0573813
관우쌤과세상을품은교육(세품교)입시컨설팅원격학원,서울특별시 강남구 테헤란로84길 14,종합(대),2800,37.5062549,127.0584323
따뜻한수학학원,서울특별시 강남구 개포로 512,입시.검정 및 보습,180,37.4892714,127.0688177
아이리드원격학원,서울특별시 강남구 테헤란로82길 15,종합(대),400,37.5060315,127.0582357
드로잉박스(DRAWINGBOX)미술교습소,서울특별시 강남구 선릉로 334,예능(대),24,37.4995931,127.0516807
그림아트스튜디오강남개포미술학원,서울특별시 강남구 삼성로 14,예능(대),9,37.520494,127.057159
대치수능선배학원,서울특별시 강남구 역삼로 424,입시.검정 및 보습,120,37.5010752,127.0534432
비에이치(BH)영어학원,서울특별시 강남구 삼성로63길 8,입시.검정 및 보습,100,37.5000803,127.0594826
뉴튼아카데미학원,서울특별시 강남구 논현로135길 10,종합(대),1155,37.5156126,127.028912
리드인일원상록수점독서논술교습소,서울특별시 강남구 광평로10길 15,입시.검정 및 보습,49,37.482024,127.0821324
툰스테이션미술학원,서울특별시 강남구 남부순환로 2716,예능(대),180,37.4854429,127.0430299
앙크아뜰리에미술교습소,서울특별시 강남구 삼성로 212,예능(대),6,37.4974176,127.0653272
몬스터수학교습소,서울특별시 강남구 삼성로71길 17,입시.검정 및 보습,15,37.5019002,127.0575968
슈베르트음악학원,서울특별시 강남구 선릉로 225,예능(대),260,37.4953404,127.0526522
엠제이비수학교습소,서울특별시 강남구 역삼로 452,입시.검정 및 보습,5,37.5021937,127.056668
해법수학교실압구정학원,서울특별시 강남구 언주로167길 38,입시.검정 및 보습,96,37.52662249999999,127.0301064
셰리즈잉글리쉬아카데미(Sherrie'sEnglishAcademy)영어교습소,서울특별시 강남구 선릉로64길 11-4,입시.검정 및 보습,28,37.4982444,127.0531917
열린문화원논술교습소,서울특별시 강남구 도곡로63길 27,입시.검정 및 보습,14,37.4987844,127.0535968
스텝원격학원,서울특별시 강남구 테헤란로2길 27,종합(대),999,37.4965546,127.0296354
영감수학고등관학원,서울특별시 강남구 도곡로63길 36,입시.검정 및 보습,240,37.4992995,127.0536862
엠에듀원격학원,서울특별시 강남구 도산대로37길 8,종합(대),60,37.52154290000001,127.0315806
김광진영어원격학원,서울특별시 강남구 역삼로73길 14,종합(대),3000,37.5029116,127.055283
필즈더클래식압구정센터학원,서울특별시 강남구 논현로168길 18,입시.검정 및 보습,108,37.5238067,127.0296884
리드인도곡언주독서논술교습소,서울특별시 강남구 논현로 205,입시.검정 및 보습,9,37.4878517,127.0402271
다른수학교습소,서울특별시 강남구 선릉로66길 8,입시.검정 및 보습,70,37.4984499,127.0525778
킨더뮤직코리아학원,서울특별시 강남구 압구정로2길 9,예능(대),3,37.5211184,127.0195904
더함한국화미술교습소,서울특별시 강남구 삼성로63길 12-17,예능(대),18,37.5008978,127.0584947
개포바리에미술학원,서울특별시 강남구 선릉로6길 20,예능(대),20,37.4831181,127.0624589
문원스마트리딩온원격학원,서울특별시 강남구 도곡로 509,종합(대),30,37.4995866,127.0620542
프렙마스터학원,서울특별시 강남구 언주로 874,입시.검정 및 보습,70,37.5285838,127.0343031
대치이강프리미엄학원,서울특별시 강남구 삼성로71길 11-3,종합(대),100,37.5019523,127.0582259
서울아트클래스미술교습소,서울특별시 강남구 역삼로 315,예능(대),18,37.5005462,127.0503306
제1장언어국어교습소,서울특별시 강남구 도곡로 516,입시.검정 및 보습,0,37.4992034,127.0630995
필미에르필아트(FeelmeerueFeelart)미술학원,서울특별시 강남구 선릉로132길 69,예능(대),0,37.5190967,127.0469193
아침밥공부원격학원,서울특별시 강남구 논현로124길 27,종합(대),0,37.5128689,127.033779
올마이티캠퍼스3관학원,서울특별시 강남구 선릉로68길 19,입시.검정 및 보습,255,37.4994047,127.0531876
천일영어교습소,서울특별시 강남구 삼성로71길 20,입시.검정 및 보습,0,37.5020151,127.05723
오픽패스원격학원,서울특별시 강남구 테헤란로82길 15,종합(대),0,37.5060315,127.0582357
엠케이수학교습소,서울특별시 강남구 논현로161길 14,입시.검정 및 보습,0,37.5236177,127.0270505
아침밥공부원격학원,서울특별시 강남구 논현로124길 27,종합(대),2378,37.5128689,127.033779
메타프랩학원,서울특별시 강남구 논현로164길 25,입시.검정 및 보습,195,37.5232932,127.0303073
제이엘프랩(JLPrep)영어교습소,서울특별시 강남구 삼성로 155,입시.검정 및 보습,0,37.4938284,127.062941
잇올스파르타대치독학재수학원,서울특별시 강남구 역삼로 428,입시.검정 및 보습,0,37.5012827,127.0539228
잇올스파르타대치관리형독서실,서울특별시 강남구 역삼로 428,독서실,291,37.5012827,127.0539228
심화랑수학학원,서울특별시 강남구 역삼로78길 21,입시.검정 및 보습,0,37.5011118,127.0575386
대치돌파2관학원,서울특별시 강남구 역삼로 441,입시.검정 및 보습,0,37.5022141,127.0551232
엄기엽수학논술전문학원,서울특별시 강남구 삼성로69길 15,입시.검정 및 보습,0,37.5013456,127.0580509
청담하연과학교습소,서울특별시 강남구 학동로63길 11,입시.검정 및 보습,0,37.51874780000001,127.0447799
아카로드레드학원,서울특별시 강남구 삼성로64길 49,입시.검정 및 보습,685,37.5005966,127.0625196
일공이클래스원격학원,서울특별시 강남구 강남대로 368,입시.검정 및 보습,0,37.4957163,127.0292141
혜성과학탐구학원,서울특별시 강남구 삼성로63길 8,입시.검정 및 보습,0,37.5000803,127.0594826
비공수학교습소,서울특별시 강남구 삼성로69길 10,입시.검정 및 보습,0,37.5018036,127.0582905
이진아수학교실수학교습소,서울특별시 강남구 개포로 411,입시.검정 및 보습,0,37.48818410000001,127.0623884
형이랑미술학원,서울특별시 강남구 선릉로86길 6-4,예능(대),42,37.5029978,127.0502928
베테랑스타미술학원,서울특별시 강남구 선릉로82길 10,예능(대),234,37.5024684,127.0509008
예스터디(YESTUDY)수학교습소,서울특별시 강남구 압구정로20길 15,입시.검정 및 보습,0,37.5248229,127.0254241
압구정씨앤씨미술학원,서울특별시 강남구 압구정로34길 11,예능(대),61,37.5273895,127.030957
강남미술학원,서울특별시 강남구 강남대로 240,예능(대),153,37.4853089,127.0344036
압구정미술로생각하기학원,서울특별시 강남구 논현로157길 11,예능(대),0,37.5223147,127.0270897
웅진북클럽더라이브러리(TheLibrary)대치학원,서울특별시 강남구 도곡로 408,입시.검정 및 보습,0,37.4966877,127.0552639
대치엠에스지영재교육학원,서울특별시 강남구 삼성로71길 22,입시.검정 및 보습,0,37.501967,127.0570787
이강프리미엄독서실,서울특별시 강남구 삼성로71길 11-3,독서실,0,37.5019523,127.0582259
헤라클레스조형관미술학원,서울특별시 강남구 역삼로63길 14,예능(대),0,37.5020901,127.0523354
피케이(PK)독학재수대치본원학원,서울특별시 강남구 역삼로 424,입시.검정 및 보습,0,37.5010752,127.0534432
더브리티시프리프렙강남학원,서울특별시 강남구 도곡로 187,종합(대),0,37.4950878,127.0476626
에크리뛰르뮤직아카데미학원,서울특별시 강남구 영동대로115길 5,예능(대),0,37.5150721,127.0590644
아미영어학원,서울특별시 강남구 선릉로6길 20,입시.검정 및 보습,234,37.4831181,127.0624589
마스터클래스입시컨설팅진학상담지도교습소,서울특별시 강남구 역삼로74길 5,입시.검정 및 보습,0,37.50162479999999,127.0553208
애니벅스미술학원,서울특별시 강남구 강남대로102길 14,예능(대),150,37.5018971,127.0269999
젠나(JENNA)영어교습소,서울특별시 강남구 삼성로 155,입시.검정 및 보습,0,37.4938284,127.062941
하이아이비학원,서울특별시 강남구 선릉로 225,입시.검정 및 보습,296,37.4953404,127.0526522
예종이화발레학원,서울특별시 강남구 개포로 265,예능(대),0,37.48094690000001,127.0529676
서울무용학원,서울특별시 강남구 선릉로 325,예능(대),0,37.4985755,127.0515528
아이매쓰학원,서울특별시 강남구 압구정로18길 19,입시.검정 및 보습,0,37.5238091,127.0249922
칸관리형독서실,서울특별시 강남구 선릉로 227,독서실,120,37.4958321,127.0527291
칸관리형진학지도교습소,서울특별시 강남구 선릉로 227,입시.검정 및 보습,0,37.4958321,127.0527291
정바다수학교습소,서울특별시 강남구 도곡로 423,입시.검정 및 보습,0,37.497826,127.0567677
대치청연외고관학원,서울특별시 강남구 삼성로64길 45,입시.검정 및 보습,246,37.5009632,127.0639676
수학작가학원,서울특별시 강남구 역삼로 441,입시.검정 및 보습,258,37.5022141,127.0551232
엘뮤플러스학원,서울특별시 강남구 논현로159길 18,예능(대),0,37.52316649999999,127.0266166
청담국어논술학원,서울특별시 강남구 선릉로112길 71,입시.검정 및 보습,234,37.5128403,127.0493073
오즈창의력클래스논술교습소,서울특별시 강남구 논현로 838,입시.검정 및 보습,0,37.5234564,127.0286181
이든수학2관학원,서울특별시 강남구 도곡로 520,입시.검정 및 보습,184,37.4994149,127.0634446
엠케이단단수학교습소,서울특별시 강남구 도곡로 504,입시.검정 및 보습,0,37.4988116,127.0616425
시헌영어교습소,서울특별시 강남구 삼성로 212,입시.검정 및 보습,0,37.4974176,127.0653272
문법과내신영어교습소,서울특별시 강남구 삼성로 151,입시.검정 및 보습,0,37.4921261,127.0625653
심앤김국수시대국어관학원,서울특별시 서초구 명달로 58,입시.검정 및 보습,0,37.4825161,127.0048122
대치키즈(KIZ)스피치교습소,서울특별시 강남구 삼성로64길 5,입시.검정 및 보습,0,37.5008276,127.0609734
대치동이룸영어1관학원,서울특별시 강남구 선릉로64길 15-6,입시.검정 및 보습,150,37.49844950000001,127.0535558
공터영어수학논술학원,서울특별시 강남구 일원로5길 30,입시.검정 및 보습,0,37.4915382,127.0831998
챔피언수학학원,서울특별시 강남구 선릉로62길 27-3,입시.검정 및 보습,0,37.4979911,127.0546888
리드인대치센터독서논술국어학원,서울특별시 강남구 남부순환로 2941,입시.검정 및 보습,219,37.49422680000001,127.0617852
미술로생각하기강남대치학원,서울특별시 강남구 역삼로64길 22,예능(대),185,37.4995919,127.0532085
에그릿원격학원,서울특별시 강남구 테헤란로8길 37,입시.검정 및 보습,0,37.4966013,127.0325739
김지현수학학원,서울특별시 강남구 남부순환로 2936,입시.검정 및 보습,0,37.4933573,127.0619092
우석수학교습소,서울특별시 강남구 역삼로 460-2,입시.검정 및 보습,0,37.502404,127.0576734
독한선선국어교습소,서울특별시 강남구 선릉로62길 27-3,입시.검정 및 보습,0,37.4979911,127.0546888
메타에듀(METAEDU)학원,서울특별시 강남구 남부순환로365길 39,입시.검정 및 보습,219,37.4880389,127.0397773
제이컨설팅진학상담지도교습소,서울특별시 강남구 역삼로 552,입시.검정 및 보습,0,37.5044438,127.0634946
아이에스이(ISE)영어학원,서울특별시 강남구 역삼로 460-2,입시.검정 및 보습,146,37.502404,127.0576734
대치세이노학원,서울특별시 강남구 삼성로57길 31,입시.검정 및 보습,0,37.4973219,127.0585426
리즈무용학원,서울특별시 강남구 선릉로 418,예능(대),312,37.502253,127.0503185
대치세이드입시컨설팅학원,서울특별시 강남구 삼성로57길 31,입시.검정 및 보습,252,37.4973219,127.0585426
메이드학원,서울특별시 강남구 삼성로57길 31,입시.검정 및 보습,0,37.4973219,127.0585426
팀알버트학원,서울특별시 강남구 논현로168길 47,입시.검정 및 보습,213,37.5233474,127.0319867
에쓰엠씨(SMC)수학학원,서울특별시 강남구 자곡로 114,입시.검정 및 보습,204,37.47202230000001,127.0960065
의치약생기부전문관리원격학원,서울특별시 강남구 테헤란로78길 14-6,입시.검정 및 보습,0,37.505322,127.0549631
돌파수학학원,서울특별시 강남구 역삼로 416,입시.검정 및 보습,0,37.5009356,127.0526234
컬럼비아잉글리쉬인스티튜트(COLUMBIAENGLISHINSTITUTE)학원,서울특별시 강남구 삼성로 151,입시.검정 및 보습,0,37.4921261,127.0625653
문성무용학원,서울특별시 강남구 남부순환로365길 26,예능(대),0,37.487018,127.0396107
깊은생각김성호수학학원,서울특별시 강남구 도곡로 520,입시.검정 및 보습,0,37.4994149,127.0634446
리딩플래닛영어교습소,서울특별시 강남구 남부순환로365길 26,입시.검정 및 보습,0,37.487018,127.0396107
리딩코치영어학원,서울특별시 강남구 남부순환로365길 36,입시.검정 및 보습,288,37.4876018,127.0398772
엘솔(el sol)기타음악교습소,서울특별시 강남구 개포로 615,예능(대),0,37.4926936,127.0756284
아이작입시전문원격학원,서울특별시 강남구 테헤란로64길 13,입시.검정 및 보습,0,37.5042546,127.0514588
올레스코학원,서울특별시 강남구 역삼로 453,입시.검정 및 보습,0,37.5026853,127.056752
로직플럭스(Logicflux)수학교습소,서울특별시 강남구 역삼로 421,입시.검정 및 보습,0,37.5015119,127.0530636
수놀음수능교육센터학원,서울특별시 강남구 선릉로64길 15-8,입시.검정 및 보습,76,37.4986023,127.0534792
넥스트닥(NEXTDOC)학원,서울특별시 강남구 삼성로71길 18,종합(대),468,37.5021118,127.0573859
해브인발레학원,서울특별시 강남구 헌릉로569길 37,예능(대),0,37.466797,127.097602
국어하는사람들학원,서울특별시 강남구 삼성로71길 29,입시.검정 및 보습,0,37.5015299,127.0565389
코리아연기음악학원,서울특별시 강남구 강남대로94길 20,예능(대),0,37.4994554,127.0290208
클릭미술학원,서울특별시 강남구 선릉로 425,예능(대),276,37.5029726,127.0494179
청담수바이올린교습소,서울특별시 강남구 삼성로135길 41,예능(대),0,37.5194643,127.0461082
문해와수리학원,서울특별시 강남구 선릉로64길 17,종합(대),174,37.4982437,127.0536538
랠리즈원격학원,서울특별시 강남구 테헤란로 410,입시.검정 및 보습,0,37.5045497,127.0507308
이씨엔씨영어교습소,서울특별시 강남구 학동로 513,입시.검정 및 보습,0,37.51991659999999,127.0538683
엠아이엔케이(MINK)수학과학학원,서울특별시 강남구 도곡로63길 25,입시.검정 및 보습,426,37.498657,127.0536619
홍익아트앤가든미술교습소,서울특별시 강남구 영동대로 22,예능(대),0,37.4909336,127.0751203
대치투에스에듀학원,서울특별시 강남구 도곡로 331,입시.검정 및 보습,399,37.4964861,127.0522022
대치이강프리미엄엠에스1학원,서울특별시 강남구 삼성로 352,입시.검정 및 보습,304,37.5030229,127.05911
와이지과학교습소,서울특별시 강남구 역삼로 452,입시.검정 및 보습,0,37.5021937,127.056668
강남삼성학원,서울특별시 강남구 선릉로69길 7,입시.검정 및 보습,400,37.4984477,127.051206
대치해법수학교실학원,서울특별시 강남구 도곡로 447,입시.검정 및 보습,320,37.4987688,127.0593926
대치동천소희수학교습소,서울특별시 강남구 선릉로72길 10-12,입시.검정 및 보습,0,37.4994433,127.052337
윤도영별관4학원,서울특별시 강남구 도곡로77길 8,입시.검정 및 보습,166,37.4989048,127.058679
윤도영별관5학원,서울특별시 강남구 도곡로77길 8,입시.검정 및 보습,166,37.4989048,127.058679
포디엄에듀학원,서울특별시 강남구 압구정로34길 11,입시.검정 및 보습,0,37.5273895,127.030957
얼짱수학학원,서울특별시 강남구 개포로82길 13-11,입시.검정 및 보습,156,37.4887258,127.0681319
코브한예종무용강남학원,서울특별시 강남구 언주로 309,예능(대),325,37.4951214,127.0458188
"이재,영어교습소",서울특별시 강남구 삼성로71길 22,입시.검정 및 보습,0,37.501967,127.0570787
발레핏서울(balletfit-seoul)발레교습소,서울특별시 강남구 압구정로 334,예능(대),0,37.52814900000001,127.038049
윤도영별관2학원,서울특별시 강남구 도곡로77길 8,입시.검정 및 보습,162,37.4989048,127.058679
윤도영별관3학원,서울특별시 강남구 도곡로77길 8,입시.검정 및 보습,168,37.4989048,127.058679
케이엔에스(KNS)초등2관영어학원,서울특별시 강남구 도곡로 515,입시.검정 및 보습,160,37.4998352,127.0626495
스터디앤아트컨설팅학원,서울특별시 강남구 선릉로76길 40,입시.검정 및 보습,222,37.5021507,127.0537655
에이비(ab)재팬일본유학미술학원,서울특별시 강남구 봉은사로4길 22,예능(대),0,37.5033813,127.0263822
윤도영본관6학원,서울특별시 강남구 삼성로61길 22,입시.검정 및 보습,190,37.4991092,127.058612
세량국어교습소,서울특별시 강남구 도곡로78길 22,입시.검정 및 보습,0,37.4963866,127.058402
깊은생각수학의원리3관학원,서울특별시 강남구 삼성로 233,입시.검정 및 보습,507,37.4977699,127.0606416
베로과학교습소,서울특별시 강남구 역삼로 421,입시.검정 및 보습,0,37.5015119,127.0530636
스코관리형독학재수학원,서울특별시 강남구 역삼로69길 10,입시.검정 및 보습,0,37.5022247,127.0540136
엘브라운앤드원학원,서울특별시 강남구 삼성로64길 46,입시.검정 및 보습,279,37.5007554,127.0642647
에스온수리영재아카데미수학센터학원,서울특별시 강남구 역삼로 554,입시.검정 및 보습,273,37.50452689999999,127.0637441
그린섬4관미술학원,서울특별시 강남구 선릉로72길 6-13,예능(대),189,37.4992335,127.0522221
이정선아트스쿨미술교습소,서울특별시 강남구 언주로 122,예능(대),0,37.4870802,127.0510531
강남대성제4퀀텀라이브러리독서실,서울특별시 강남구 테헤란로4길 45,독서실,556,37.4955286,127.0310687
두각창비관학원,서울특별시 강남구 도곡로 501,입시.검정 및 보습,0,37.4993898,127.061127
플라즈마고등3관학원,서울특별시 강남구 삼성로71길 7,입시.검정 및 보습,102,37.5021276,127.0583283
남주희음악교습소,서울특별시 강남구 선릉로86길 16,예능(대),0,37.5032508,127.0510299
라엘피아노교습소,서울특별시 강남구 광평로10길 15,예능(대),0,37.482024,127.0821324
연뜰미술교습소,서울특별시 강남구 삼성로115길 47,예능(대),0,37.5138016,127.0484275
홍익아트미술학원,서울특별시 강남구 도곡로 317,예능(대),215,37.495928,127.0505891
창조적소수대치점미술학원,서울특별시 강남구 남부순환로 2927,예능(대),243,37.49391,127.060213
제세현국어교습소,서울특별시 강남구 영동대로57길 28,입시.검정 및 보습,0,37.4998959,127.0652973
압구정동한우리신구독서논술교습소,서울특별시 강남구 압구정로 113-22,입시.검정 및 보습,0,37.5247099,127.0196554
엘레나영어교습소,서울특별시 강남구 일원로5길 13,입시.검정 및 보습,0,37.4911969,127.0819159
인비젼영어교습소,서울특별시 강남구 역삼로 315,입시.검정 및 보습,0,37.5005462,127.0503306
청담마테마티쿰수학교습소,서울특별시 강남구 학동로101길 11,입시.검정 및 보습,0,37.5218433,127.057344
청담스칼라학원,서울특별시 강남구 삼성로149길 5,입시.검정 및 보습,0,37.5232523,127.0472656
큐피(QP)독서토론연구소논술교습소,서울특별시 강남구 역삼로64길 26,입시.검정 및 보습,0,37.4994478,127.0533138
써니매쓰수학교습소,서울특별시 서초구 신반포로 213,입시.검정 및 보습,0,37.5072627,127.0071911
에이플러스영어수학학원,서울특별시 강남구 개포로22길 98,입시.검정 및 보습,296,37.4753427,127.053248
시크릿프랩학원,서울특별시 강남구 개포로15길 8,입시.검정 및 보습,546,37.4790042,127.0454015
최강해에듀온라인원격교습학원,서울특별시 강남구 삼성로85길 39,종합(대),0,37.5042562,127.0541147
라벨플룻(LABELLEFLUTE)플룻교습소,서울특별시 강남구 선릉로 225,예능(대),0,37.4953404,127.0526522
나다어본관학원,서울특별시 강남구 삼성로 311,입시.검정 및 보습,258,37.49964180000001,127.0601672
리드인일원초점독서논술교습소,서울특별시 강남구 개포로110길 15,입시.검정 및 보습,0,37.4922926,127.0783273
책나무독서논술학원,서울특별시 강남구 선릉로 227,입시.검정 및 보습,288,37.4958321,127.0527291
이현영어교습소,서울특별시 강남구 삼성로 231,입시.검정 및 보습,0,37.49782769999999,127.0610138
브레인코칭원격학원,서울특별시 강남구 테헤란로82길 15,입시.검정 및 보습,0,37.5060315,127.0582357
대치아이작수능사고력학원,서울특별시 강남구 삼성로 323,입시.검정 및 보습,0,37.5006127,127.0596197
엠에스씨학원,서울특별시 강남구 삼성로71길 9,입시.검정 및 보습,140,37.5020912,127.0581508
매쓰테라피원격학원,서울특별시 강남구 논현로132길 13,종합(대),0,37.5152717,127.0316026
필굿미술학원,서울특별시 강남구 선릉로82길 10,예능(대),0,37.5024684,127.0509008
지엠(GM)수학원,서울특별시 강남구 헌릉로569길 23,입시.검정 및 보습,291,37.4668009,127.0992395
더다움과학교습소,서울특별시 강남구 역삼로64길 11,입시.검정 및 보습,0,37.5003384,127.0531944
클라우드미술학원,서울특별시 강남구 선릉로72길 8,예능(대),0,37.500009,127.0518623
드림보컬아카데미학원,서울특별시 강남구 강남대로 578,예능(대),0,37.5133732,127.020839
대찬학원,서울특별시 강남구 도곡로 432,입시.검정 및 보습,0,37.4975707,127.0577513
대찬V학원,서울특별시 강남구 도곡로 432,입시.검정 및 보습,0,37.4975707,127.0577513
보라아트미술교습소,서울특별시 강남구 삼성로 11,예능(대),0,37.48411050000001,127.0675212
대치이킨과학교습소,서울특별시 강남구 선릉로62길 32-1,입시.검정 및 보습,0,37.4977464,127.0552964
학습과학센터대치학원,서울특별시 강남구 삼성로63길 4-13,종합(대),0,37.5006118,127.0593668
논술인강원격학원,서울특별시 강남구 삼성로85길 39,입시.검정 및 보습,0,37.5042562,127.0541147
크림슨수학원격학원,서울특별시 강남구 테헤란로86길 15,종합(대),0,37.5064486,127.0595016
에스엔티(SNT)예고아르떼학원,서울특별시 강남구 도곡로 521,입시.검정 및 보습,360,37.5000321,127.0632277
상상독학학원,서울특별시 강남구 선릉로 416,입시.검정 및 보습,0,37.5006784,127.0489432
매쓰코드수학교습소,서울특별시 강남구 압구정로 216,입시.검정 및 보습,0,37.5280575,127.0310213
이음피아노음악교습소,서울특별시 강남구 영동대로 16,예능(대),0,37.50727,127.0639018
베리타스에스고공관학원,서울특별시 강남구 선릉로64길 8-1,입시.검정 및 보습,1085,37.4975995,127.0531668
시대인재H관부엉이라이브러리3독서실,서울특별시 강남구 도곡로 453,독서실,110,37.4989394,127.0599205
메이트(MATE)미술학원,서울특별시 강남구 역삼로 417,예능(대),0,37.5013862,127.0526773
시대인재H관부엉이라이브러리2독서실,서울특별시 강남구 도곡로 453,독서실,0,37.4989394,127.0599205
첸첸중국어교습소,서울특별시 강남구 논현로66길 26-5,입시.검정 및 보습,0,37.4942741,127.0426771
시대인재H관부엉이라이브러리독서실,서울특별시 강남구 도곡로 453,독서실,0,37.4989394,127.0599205
한우리서초방일독서논술교습소,서울특별시 서초구 방배로20길 25-2,입시.검정 및 보습,0,37.4861977,126.9964348
의치한약수학원,서울특별시 강남구 선릉로64길 17,입시.검정 및 보습,296,37.4982437,127.0536538
두각이룸관학원,서울특별시 강남구 도곡로 442,입시.검정 및 보습,0,37.4979348,127.0588248
솔브(Solve)플러스수학교습소,서울특별시 강남구 삼성로 212,입시.검정 및 보습,0,37.4974176,127.0653272
더킹스아카데미원격학원,서울특별시 강남구 논현로168길 36,종합(대),0,37.52321269999999,127.0309526
리정멘탈영어학원,서울특별시 강남구 도곡로 184,입시.검정 및 보습,0,37.4916885,127.0397809
대한논리정독속독논술교습소,서울특별시 강남구 선릉로63길 13,입시.검정 및 보습,0,37.4970269,127.051139
대치알파학원,서울특별시 강남구 삼성로58길 39,입시.검정 및 보습,268,37.4994486,127.0642747
강남삼성특례학원,서울특별시 강남구 선릉로69길 7,입시.검정 및 보습,172,37.4984477,127.051206
삼성영어셀레나일원대모초영어교습소,서울특별시 강남구 광평로10길 15,입시.검정 및 보습,0,37.482024,127.0821324
윤슬한글교육국어교습소,서울특별시 강남구 삼성로 212,입시.검정 및 보습,0,37.4974176,127.0653272
늘피아노음악교습소,서울특별시 강남구 도곡로93길 23,예능(대),0,37.5019346,127.0648263
와이즈잉글리쉬학원,서울특별시 강남구 논현로159길 23,입시.검정 및 보습,0,37.5228326,127.0262683
