학원명,도로명주소,분야명,정원합계,Latitude,Longitude
박동완영어교습소,서울특별시 강남구 삼성로 212,입시.검정 및 보습,8,37.4974176,127.0653272
습관만들기학원,서울특별시 강남구 선릉로132길 60,입시.검정 및 보습,8,37.5187461,127.0461253
옳은교육학원,서울특별시 강남구 삼성로58길 29,입시.검정 및 보습,160,37.4992421,127.0635885
에스엠애듀2관학원,서울특별시 강남구 삼성로71길 14,입시.검정 및 보습,83,37.5022183,127.0577128
대치자라다남아미술학원,서울특별시 강남구 도곡로 325,예능(대),174,37.4961785,127.0515117
다빈치미술교습소,서울특별시 강남구 남부순환로365길 26,예능(대),9,37.487018,127.0396107
논현해법영어학원,서울특별시 강남구 강남대로120길 31,입시.검정 및 보습,91,37.5076551,127.0256975
슈브영어교습소,서울특별시 강남구 선릉로 320,입시.검정 및 보습,6,37.4982828,127.0522138
해법도성영어교습소,서울특별시 강남구 역삼로 306,입시.검정 및 보습,33,37.4985708,127.0464187
로고스학원,서울특별시 강남구 삼성로 238,입시.검정 및 보습,558,37.4986375,127.0614624
부엉이학원,서울특별시 강남구 도곡로78길 7,입시.검정 및 보습,70,37.4976259,127.0593292
선제영어학원,서울특별시 강남구 삼성로 150,입시.검정 및 보습,68,37.4933928,127.0673501
언어논술나무는학원,서울특별시 강남구 삼성로61길 10,입시.검정 및 보습,95,37.4994045,127.0595613
수력발전수학교습소,서울특별시 강남구 남부순환로 2927,입시.검정 및 보습,108,37.49391,127.060213
펀수학본원학원,서울특별시 강남구 개포로 512,입시.검정 및 보습,72,37.4892714,127.0688177
대치이르키움학원,서울특별시 강남구 삼성로71길 29,입시.검정 및 보습,320,37.5015299,127.0565389
안세라영어교습소,서울특별시 강남구 삼성로61길 30,입시.검정 및 보습,4,37.4989179,127.0580286
명성수학교습소,서울특별시 강남구 압구정로 113-22,입시.검정 및 보습,6,37.5247099,127.0196554
미래탐구미래영재학원,서울특별시 강남구 삼성로 325,입시.검정 및 보습,5118,37.50074670000001,127.059549
티비티(TBT)학원,서울특별시 강남구 역삼로83길 5,입시.검정 및 보습,40,37.5038877,127.0597523
한울미술교습소,서울특별시 강남구 영동대로 702,예능(대),8,37.5205383,127.0576438
하버드영재수학교습소,서울특별시 강남구 남부순환로 2917,입시.검정 및 보습,4,37.4931481,127.0590766
보탬해법영어교습소,서울특별시 강남구 개포로110길 15,입시.검정 및 보습,35,37.4922926,127.0783273
무나리아트미술교습소,서울특별시 강남구 역삼로74길 28,예능(대),32,37.4999653,127.0549313
정도수학교습소,서울특별시 강남구 도곡로78길 22,입시.검정 및 보습,6,37.4963866,127.058402
내가하는수학수학하마학원,서울특별시 강남구 선릉로72길 18,입시.검정 및 보습,105,37.5002844,127.05266
배선영국어학원,서울특별시 강남구 선릉로64길 15-3,입시.검정 및 보습,140,37.4982954,127.0533635
피씨비브레인코칭학원,서울특별시 강남구 삼성로71길 9,입시.검정 및 보습,236,37.5020912,127.0581508
(주)멘토르수학전문학원,서울특별시 강남구 남부순환로 2927,입시.검정 및 보습,10,37.49391,127.060213
김성수수학교습소,서울특별시 강남구 삼성로115길 37,입시.검정 및 보습,42,37.5140229,127.0491662
페르미영재수학교습소,서울특별시 강남구 양재대로55길 6,입시.검정 및 보습,3,37.4913369,127.0884053
쌩뚱영어학원,서울특별시 강남구 남부순환로 2921?,입시.검정 및 보습,60,37.4936059,127.0597001
두각대성세림관학원,서울특별시 강남구 도곡로 422,입시.검정 및 보습,1102,37.4972615,127.0567378
나랏말씀교습소,서울특별시 강남구 선릉로10길 4-3,입시.검정 및 보습,5,37.4831037,127.0609591
지연수학교습소,서울특별시 강남구 도곡로93길 12,입시.검정 및 보습,6,37.5010448,127.0654872
강남하이퍼의대관학원,서울특별시 강남구 강남대로94길 30,종합(대),10540,37.4996884,127.0298007
에델린아카데미학원,서울특별시 강남구 압구정로32길 25?,입시.검정 및 보습,64,37.5260448,127.0300503
입시투데이교육컨설팅학원,서울특별시 강남구 역삼로 521,입시.검정 및 보습,19,37.5037986,127.0602481
압구정소마학원,서울특별시 강남구 언주로 844,입시.검정 및 보습,56,37.5256443,127.0338682
강남케이에스보습학원,서울특별시 강남구 광평로51길 6-11,입시.검정 및 보습,110,37.4885196,127.1032564
강남대연보습학원,서울특별시 강남구 남부순환로365길 26 (),입시.검정 및 보습,50,37.487018,127.0396107
시리우스학원,서울특별시 강남구 역삼로 505,종합(대),708,37.50346529999999,127.0591428
변성환수학교습소,서울특별시 강남구 도곡로77길 5,입시.검정 및 보습,15,37.4986723,127.058384
김은희예스셈수학교습소,서울특별시 강남구 광평로10길 15,입시.검정 및 보습,3,37.482024,127.0821324
대치수과모학원,서울특별시 강남구 삼성로 336,입시.검정 및 보습,101,37.5016654,127.0598058
아드지스영어학원,서울특별시 강남구 삼성로 212,입시.검정 및 보습,40,37.4974176,127.0653272
이해국어학원,서울특별시 강남구 삼성로64길 45,입시.검정 및 보습,12,37.5009632,127.0639676
미래중심학원,서울특별시 강남구 남부순환로 2941,입시.검정 및 보습,150,37.49422680000001,127.0617852
서울이화음악교습소,서울특별시 강남구 영동대로114길 37,예능(대),8,37.5166504,127.0624599
예섬본관학원,서울특별시 강남구 도곡로 418,입시.검정 및 보습,1320,37.4970089,127.0562594
알파잉글리쉬학원,서울특별시 강남구 남부순환로 2941,입시.검정 및 보습,44,37.49422680000001,127.0617852
강남메가스터디학원,서울특별시 서초구 효령로55길 39,종합(대),23606,37.4865664,127.0140186
대찬2관학원,서울특별시 강남구 도곡로 428,입시.검정 및 보습,16690,37.49744159999999,127.0573512
김하연국어의고수학원,서울특별시 강남구 삼성로 212,입시.검정 및 보습,64,37.4974176,127.0653272
티앤비에듀케이션학원,서울특별시 강남구 압구정로34길 32,입시.검정 및 보습,15,37.5260396,127.0305058
아르제도곡무용학원,서울특별시 강남구 도곡로 184,예능(대),100,37.4916885,127.0397809
닥터정이클래스삼성센터영어교습소,서울특별시 강남구 삼성로119길 17,입시.검정 및 보습,10,37.5157452,127.0501103
강남정보학원,서울특별시 강남구 선릉로 670,입시.검정 및 보습,15,37.5167176,127.0418019
눈높이러닝센터개포일원학원,서울특별시 강남구 일원로 45,입시.검정 및 보습,465,37.48991650000001,127.0815425
매쓰피아수학교습소,서울특별시 강남구 역삼로52길 14,입시.검정 및 보습,12,37.4985291,127.0479489
김인희국어교습소,서울특별시 강남구 압구정로 113-22,입시.검정 및 보습,3,37.5247099,127.0196554
강남대치동토마토스쿨입시컨설팅X재수재종전일학원,서울특별시 강남구 역삼로 458,입시.검정 및 보습,44,37.5024983,127.0574222
탑아너스잉글리쉬(TOPHONORSENGLISH)학원,서울특별시 강남구 삼성로 212,입시.검정 및 보습,60,37.4974176,127.0653272
모래공장아카데미학원,서울특별시 강남구 논현로 816,예능(대),1100,37.5212749,127.0284551
나미여앤피카소미술교습소,서울특별시 강남구 역삼로52길 14,예능(대),48,37.4985291,127.0479489
강의하는아이들압구정학원,서울특별시 강남구 압구정로29길 72-1?,입시.검정 및 보습,48,37.5322852,127.0283977
대치이상기체학원,서울특별시 강남구 삼성로57길 40,입시.검정 및 보습,220,37.4973852,127.057859
이감동미술학원,서울특별시 강남구 선릉로72길 35,예능(대),310,37.5009252,127.0538935
아티스(Artis)미술학원,서울특별시 강남구 학동로77길 27,예능(대),3,37.5205036,127.0478363
윰미술학원,서울특별시 강남구 선릉로18길 4,예능(대),120,37.4839863,127.0595615
참바른글씨국어교습소,서울특별시 강남구 테헤란로 322,입시.검정 및 보습,5,37.5029732,127.0465325
키즈12리더스학원,서울특별시 강남구 학동로97길 42,입시.검정 및 보습,300,37.5224946,127.0547327
수학생각수학교습소,서울특별시 강남구 광평로10길 15,입시.검정 및 보습,12,37.482024,127.0821324
예감학원,서울특별시 강남구 도곡로 433,입시.검정 및 보습,130,37.4981056,127.0576582
박신영국어학원,서울특별시 강남구 삼성로61길 34,입시.검정 및 보습,64,37.4988187,127.0576772
에그음악교습소,서울특별시 강남구 압구정로 110,예능(대),25,37.5229663,127.0209482
공부하는날학원,서울특별시 강남구 헌릉로570길 30,입시.검정 및 보습,89,37.463158,127.1029355
세정토모관학원,서울특별시 강남구 삼성로 306,입시.검정 및 보습,0,37.4994476,127.0608995
디케이(DK)수학학원,서울특별시 강남구 도곡로63길 34,입시.검정 및 보습,125,37.4991366,127.0537643
원리과학교습소,서울특별시 강남구 역삼로 306,입시.검정 및 보습,4,37.4985708,127.0464187
탑1%영어학원,서울특별시 강남구 역삼로 546,입시.검정 및 보습,12,37.5042425,127.0628906
에듀-퍼스트학원,서울특별시 강남구 역삼로78길 18,입시.검정 및 보습,310,37.501327,127.0571143
바른수학교습소,서울특별시 강남구 봉은사로 638,입시.검정 및 보습,8,37.5148174,127.0650806
토나아카데미(TONAacademy)학원,서울특별시 강남구 삼성로71길 19,입시.검정 및 보습,242,37.5018308,127.0573774
아우라에듀학원,서울특별시 강남구 역삼로 462,입시.검정 및 보습,28,37.502626,127.0578107
알바트로스영어학원,서울특별시 강남구 삼성로64길 45,입시.검정 및 보습,36,37.5009632,127.0639676
대치우리학원,서울특별시 강남구 도곡로 526,입시.검정 및 보습,59,37.4995573,127.0639286
드림에듀학원,서울특별시 강남구 개포로 221,입시.검정 및 보습,98,37.4789383,127.0470902
제제아트미술놀이터미술교습소,서울특별시 강남구 삼성로61길 48,예능(대),4,37.4985218,127.0565647
도곡미술교습소,서울특별시 강남구 선릉로 225,예능(대),19,37.4953404,127.0526522
신아크로학원,서울특별시 강남구 삼성로 38,입시.검정 및 보습,50,37.4886736,127.0668063
필영재학원,서울특별시 강남구 역삼로 519,입시.검정 및 보습,120,37.503799,127.0600592
신미래탐구학원,서울특별시 강남구 도곡로 436,입시.검정 및 보습,1580,37.4976943,127.0581602
클라디학원,서울특별시 강남구 도곡로77길 14,입시.검정 및 보습,1060,37.4992943,127.0585913
아트블랑미술교습소,서울특별시 강남구 남부순환로359길 30,예능(대),5,37.4867201,127.0359796
미강학원,서울특별시 강남구 삼성로57길 38,입시.검정 및 보습,174,37.4974426,127.058037
파라오미술학원,서울특별시 강남구 선릉로 408,예능(대),170,37.5014247,127.050749
내가키우는나무논술교습소,서울특별시 강남구 선릉로 225,입시.검정 및 보습,4,37.4953404,127.0526522
압구정한문교습소,서울특별시 강남구 압구정로29길 68,입시.검정 및 보습,7,37.5319756,127.0285632
깊은생각256학원,서울특별시 강남구 도곡로 501,입시.검정 및 보습,270,37.4993898,127.061127
파인로드영어학원,서울특별시 강남구 언주로167길 35,입시.검정 및 보습,40,37.5263754,127.0302672
라벨피아노교습소,서울특별시 강남구 영동대로114길 31,예능(대),15,37.5164241,127.0621223
수학전문순수학원,서울특별시 강남구 도곡로 522,입시.검정 및 보습,60,37.4994597,127.063584
엑셀런스엄재용영어교습소,서울특별시 강남구 도곡로 444,입시.검정 및 보습,8,37.4980113,127.0591722
시대인재특목센터학원,서울특별시 강남구 삼성로 329,입시.검정 및 보습,1930,37.5010216,127.0594045
매쓰몽수학학원,서울특별시 강남구 선릉로 120,입시.검정 및 보습,150,37.5138841,127.043959
룩스미아(Luxmea)수학교습소,서울특별시 강남구 도곡로78길 22,입시.검정 및 보습,6,37.4963866,127.058402
솔밭언어논술국어교습소,서울특별시 강남구 삼성로 151,입시.검정 및 보습,3,37.4921261,127.0625653
라미학원,서울특별시 강남구 논현로10길 16,입시.검정 및 보습,105,37.4743159,127.0499485
홍익미술교습소,서울특별시 강남구 남부순환로365길 42,예능(대),12,37.4876219,127.0395944
소자수학학원,서울특별시 강남구 선릉로 334,입시.검정 및 보습,250,37.4995931,127.0516807
디오영어학원,서울특별시 강남구 삼성로 212,입시.검정 및 보습,144,37.4974176,127.0653272
하늘나무미술교습소,서울특별시 강남구 학동로101길 26,예능(대),12,37.5223046,127.0577361
한예종색소폰음악교습소,서울특별시 강남구 선릉로 723,예능(대),6,37.5191195,127.0403326
크로스트음악교습소,서울특별시 강남구 남부순환로363길 49,예능(대),3,37.4881978,127.0371153
다원매쓰아이(Math i)2관학원,서울특별시 강남구 도곡로 521,입시.검정 및 보습,340,37.5000321,127.0632277
시매쓰영재중등관학원,서울특별시 강남구 도곡로 409,입시.검정 및 보습,150,37.4973819,127.0551699
헤라클레스미술학원,서울특별시 강남구 선릉로86길 10,예능(대),720,37.5030598,127.0506839
남혁학원,서울특별시 강남구 삼성로 212,입시.검정 및 보습,24,37.4974176,127.0653272
압구정베블렌수학학원,서울특별시 강남구 압구정로 110,입시.검정 및 보습,420,37.5229663,127.0209482
성산학원,서울특별시 강남구 삼성로 212,입시.검정 및 보습,60,37.4974176,127.0653272
케이투수학학원,서울특별시 강남구 삼성로 212,입시.검정 및 보습,493,37.4974176,127.0653272
프리모수학전문교습소,서울특별시 강남구 도곡로 408,입시.검정 및 보습,2,37.4966877,127.0552639
에듀파크학원,서울특별시 강남구 압구정로46길 5-6,입시.검정 및 보습,216,37.5279733,127.0372002
시아유학미술학원,서울특별시 강남구 압구정로34길 11,예능(대),10,37.5273895,127.030957
피카소사랑미술교습소,서울특별시 강남구 일원로3길 10,예능(대),14,37.4912196,127.0815636
아이비스영어교습소,서울특별시 강남구 삼성로 349,입시.검정 및 보습,6,37.502675,127.0584806
야누아학원,서울특별시 강남구 삼성로 212,입시.검정 및 보습,32,37.4974176,127.0653272
청하서당한문교습소,서울특별시 강남구 개포로82길 7,입시.검정 및 보습,20,37.4887765,127.0673245
서원신관학원,서울특별시 강남구 선릉로62길 33,입시.검정 및 보습,5220,37.49808160000001,127.0550538
역경패도수학전문교습소,서울특별시 강남구 삼성로 305,입시.검정 및 보습,4,37.4992852,127.0603595
대치박콤수학교습소,서울특별시 강남구 역삼로 460-2,입시.검정 및 보습,0,37.502404,127.0576734
파인만고수학원,서울특별시 강남구 삼성로 150,입시.검정 및 보습,160,37.4933928,127.0673501
아이엠미술학원,서울특별시 강남구 선릉로86길 7,예능(대),102,37.503303,127.0503179
이루리3관학원,서울특별시 강남구 삼성로 233,입시.검정 및 보습,260,37.4977699,127.0606416
효자학원,서울특별시 강남구 삼성로72길 3,입시.검정 및 보습,300,37.502669,127.0593989
찰리잉글리쉬(Charley English)영어교습소,서울특별시 강남구 광평로10길 15,입시.검정 및 보습,8,37.482024,127.0821324
하이델베르크음악교습소,서울특별시 강남구 헌릉로590길11,예능(대),20,37.4637798,127.10441
제이피아노교습소,서울특별시 강남구 압구정로29길 68,예능(대),7,37.5319756,127.0285632
브람스음악교습소,서울특별시 강남구 개포로 615,예능(대),15,37.4926936,127.0756284
앰플에듀수학교습소,서울특별시 강남구 도산대로27길 36,입시.검정 및 보습,14,37.522227,127.0276427
스톰수학학원,서울특별시 강남구 선릉로 709,입시.검정 및 보습,80,37.5182165,127.0406688
피아노포르테음악교습소,서울특별시 강남구 영동대로128길 15,예능(대),5,37.5192819,127.0608234
연세수능매니아학원,서울특별시 강남구 도곡로 409,입시.검정 및 보습,144,37.4973819,127.0551699
에이펙스영어교습소,서울특별시 강남구 역삼로78길 13,입시.검정 및 보습,8,37.5016635,127.0572498
대치퍼스트학원,서울특별시 강남구 역삼로 519,입시.검정 및 보습,160,37.503799,127.0600592
대치동강란진학상담지도교습소,서울특별시 강남구 도곡로 405,입시.검정 및 보습,16,37.4974385,127.0546376
아이비라인압구정학원,서울특별시 강남구 선릉로153길 5,입시.검정 및 보습,2,37.5244639,127.0389008
메테오에듀학원,서울특별시 강남구 역삼로 456-2,입시.검정 및 보습,60,37.5022767,127.0572869
수력학원,서울특별시 강남구 도곡로77길 14,입시.검정 및 보습,109,37.4992943,127.0585913
하늘소리음악교습소,서울특별시 강남구 남부순환로365길 36,예능(대),5,37.4876018,127.0398772
홍익학원,서울특별시 강남구 삼성로 212,입시.검정 및 보습,24,37.4974176,127.0653272
강성호올림피아드과학교습소,서울특별시 강남구 선릉로62길 30,입시.검정 및 보습,6,37.4977722,127.0550448
올인아카데미학원,서울특별시 강남구 역삼로81길 5,입시.검정 및 보습,56,37.5036562,127.0590709
역삼해법수학학원,서울특별시 강남구 언주로 314,입시.검정 및 보습,24,37.4959548,127.0466573
생각과표현국어학원,서울특별시 강남구 삼성로61길 12,입시.검정 및 보습,60,37.499362,127.0594333
강남천년의미소2관미술학원,서울특별시 강남구 선릉로86길 6-5,예능(대),2750,37.5028138,127.0506214
호연지기(浩然之氣)학원,서울특별시 강남구 삼성로69길 11,입시.검정 및 보습,105,37.501608,127.0584095
퀸즈영어학원,서울특별시 강남구 논현로171길 15,입시.검정 및 보습,50,37.5255134,127.0270724
비해당국선생국어교습소,서울특별시 강남구 영동대로128길 15,입시.검정 및 보습,8,37.5192819,127.0608234
김은옥국어논술교습소,서울특별시 강남구 봉은사로71길 31,입시.검정 및 보습,60,37.5142387,127.0491914
와이즈클래스학원,서울특별시 강남구 도곡로 184,입시.검정 및 보습,16,37.4916885,127.0397809
리드앤톡영어학원,서울특별시 강남구 남부순환로363길 17,입시.검정 및 보습,26,37.486376,127.0377377
반디학원,서울특별시 강남구 도산대로25길 39,입시.검정 및 보습,42,37.5220641,127.0260237
도화2관미술학원,서울특별시 강남구 선릉로76길 26,예능(대),325,37.5017991,127.0526984
한수학학원,서울특별시 강남구 도곡로 510,입시.검정 및 보습,135,37.4989119,127.0619546
스타팩토리아카데미학원,서울특별시 강남구 학동로 342,종합(대),184,37.5166861,127.0405907
솔학원,서울특별시 강남구 역삼로64길 4,입시.검정 및 보습,180,37.5007735,127.0526709
이탑영어교습소,서울특별시 강남구 압구정로 309,입시.검정 및 보습,11,37.53121429999999,127.0354395
투티플룻음악교습소,서울특별시 강남구 언주로 110,예능(대),20,37.4845146,127.054174
가인아카데미학원,서울특별시 강남구 역삼로 536,입시.검정 및 보습,500,37.5037491,127.0617296
사비(4B)미술교습소,서울특별시 강남구 봉은사로43길 29,예능(대),64,37.5110904,127.0391031
이화피아노스튜디오피아노교습소,서울특별시 강남구 남부순환로363길 12-31,예능(대),60,37.4864869,127.0387355
강남멘토학원,서울특별시 강남구 삼성로 347,입시.검정 및 보습,50,37.5025385,127.0585559
창의수학학원,서울특별시 강남구 삼성로 212,입시.검정 및 보습,25,37.4974176,127.0653272
시대인재2관학원,서울특별시 강남구 도곡로 510,입시.검정 및 보습,10530,37.4989119,127.0619546
강남종로학원,서울특별시 강남구 역삼로 534,종합(대),1750,37.5037457,127.0614632
아트글로우잉(ARTGLOWING)미술교습소,서울특별시 강남구 광평로10길 15,예능(대),6,37.482024,127.0821324
조앤북영어학원,서울특별시 강남구 도곡로 184,입시.검정 및 보습,644,37.4916885,127.0397809
IG수학교습소,서울특별시 강남구 삼성로64길 5,입시.검정 및 보습,24,37.5008276,127.0609734
강남최강학원,서울특별시 강남구 삼성로71길 32,입시.검정 및 보습,435,37.5017175,127.056292
깊은생각로두스학원,서울특별시 강남구 삼성로58길 9,입시.검정 및 보습,298,37.498729,127.0620103
더쌤(Sam)학원,서울특별시 강남구 역삼로64길 9,입시.검정 및 보습,12,37.5004504,127.0531429
시리우스베타학원,서울특별시 강남구 역삼로 505,입시.검정 및 보습,420,37.50346529999999,127.0591428
크리티크학원,서울특별시 강남구 논현로157길 19,입시.검정 및 보습,48,37.5222921,127.0264597
프랙탈학원,서울특별시 강남구 역삼로92길 7,입시.검정 및 보습,40,37.5040155,127.0629798
대치파인만의치대관학원,서울특별시 강남구 삼성로 212,입시.검정 및 보습,36,37.4974176,127.0653272
(주)산에듀김영준국어논술전문별관학원,서울특별시 강남구 선릉로62길 27,입시.검정 및 보습,1890,37.4978682,127.0547501
페디아플러스(paedea plus)역삼학원,서울특별시 강남구 역삼로 310,입시.검정 및 보습,70,37.499217,127.0484398
압구정지니엠국어학원,서울특별시 강남구 압구정로34길 11,입시.검정 및 보습,185,37.5273895,127.030957
정수학학원,서울특별시 강남구 개포로22길 92,입시.검정 및 보습,316,37.4750941,127.0528549
원(元)수학학원,서울특별시 강남구 삼성로57길 19,입시.검정 및 보습,225,37.4976226,127.0595092
뷰티풀마인드수학학원,서울특별시 강남구 선릉로64길 11-2,입시.검정 및 보습,132,37.4980851,127.0532687
대치올스터디독재학원,서울특별시 강남구 역삼로 458,입시.검정 및 보습,72,37.5024983,127.0574222
에스온수리영재아카데미학원,서울특별시 강남구 역삼로 548,입시.검정 및 보습,420,37.5043051,127.0630781
대치베스트영어학원,서울특별시 강남구 선릉로64길 8,입시.검정 및 보습,84,37.4977228,127.0531038
범수학학원,서울특별시 강남구 삼성로75길 7,입시.검정 및 보습,110,37.5034549,127.0576865
피아노이야기음악교습소,서울특별시 강남구 남부순환로365길 42,예능(대),15,37.4876219,127.0395944
아트엠미술학원,서울특별시 강남구 선릉로 412,예능(대),403,37.5017178,127.0505772
송선생중국어교습소,서울특별시 강남구 남부순환로 2917,입시.검정 및 보습,6,37.4931481,127.0590766
씨엠에스(CMS)대치입시센터학원,서울특별시 강남구 삼성로 334,종합(대),566,37.5015069,127.0599056
타임퍼더(TiME further)학원,서울특별시 강남구 도곡로93길 9,입시.검정 및 보습,28,37.5008373,127.0645016
프레임수학교습소,서울특별시 강남구 광평로19길 10,입시.검정 및 보습,8,37.4847337,127.0876186
강남탑브레인학원,서울특별시 서초구 강남대로 627,입시.검정 및 보습,32,37.5176791,127.0186716
게이트대치어학학원,서울특별시 강남구 도곡로 313,종합(대),1550,37.495791,127.0501929
오원한국화미술학원,서울특별시 강남구 선릉로 408,예능(대),75,37.5014247,127.050749
드림에듀케이션학원,서울특별시 강남구 선릉로72길 18,입시.검정 및 보습,132,37.5002844,127.05266
강한영어교습소,서울특별시 강남구 선릉로62길 30,입시.검정 및 보습,63,37.4977722,127.0550448
정연완전학습학원,서울특별시 강남구 역삼로 417,입시.검정 및 보습,160,37.5013862,127.0526773
제3교실수학교습소,서울특별시 강남구 개포로22길 104,입시.검정 및 보습,10,37.4755914,127.053641
수아뜰리에미술교습소,서울특별시 강남구 도산대로19길 49,예능(대),10,37.5216886,127.0240597
최상독서실,서울특별시 강남구 삼성로69길 12,독서실,291,37.5016211,127.0581185
장호진수학교습소,서울특별시 강남구 개포로 506,입시.검정 및 보습,35,37.4891361,127.067521
짱솔학원,서울특별시 강남구 남부순환로 2935,입시.검정 및 보습,110,37.4940247,127.0613442
스카이의대영재센터학원,서울특별시 강남구 역삼로 444,입시.검정 및 보습,140,37.50189400000001,127.055663
엠아이디(MID)정시관학원,서울특별시 강남구 삼성로61길 20,입시.검정 및 보습,75,37.4991647,127.0587869
서울사진영상IT학원,서울특별시 강남구 역삼로1길 18,종합(대),266,37.49444039999999,127.0305465
웨이즈비수학학원,서울특별시 강남구 남부순환로 2936,입시.검정 및 보습,54,37.4933573,127.0619092
철벽수학인터넷학원,서울특별시 강남구 언주로167길 25,입시.검정 및 보습,184,37.5263659,127.0310718
비탑영어그릿수학831학원,서울특별시 강남구 남부순환로 2936,입시.검정 및 보습,387,37.4933573,127.0619092
오거서논술교습소,서울특별시 강남구 개포로110길 15,입시.검정 및 보습,12,37.4922926,127.0783273
터칭아트앤포터리미술교습소,서울특별시 강남구 개포로 506,예능(대),70,37.4891361,127.067521
수학의흐름학원,서울특별시 강남구 도곡로63길 34,입시.검정 및 보습,276,37.4991366,127.0537643
자언학원,서울특별시 강남구 삼성로 212,입시.검정 및 보습,84,37.4974176,127.0653272
에이비알에스엠(ABRSM)음악교습소,서울특별시 서초구 신반포로 189,예능(대),21,37.5065127,127.0047106
리온쥬니어미술학원,서울특별시 강남구 선릉로86길 15,예능(대),54,37.503546,127.0508294
플레이팩토강남학원,서울특별시 강남구 선릉로62길 39,입시.검정 및 보습,76,37.4982592,127.0555379
수이수능학원,서울특별시 강남구 영동대로57길 16,입시.검정 및 보습,222,37.500019,127.0661063
온어스에듀학원,서울특별시 강남구 언주로167길 34,입시.검정 및 보습,310,37.5266094,127.0304576
(주)케이미디어텍학원,서울특별시 강남구 논현로 854,종합(대),119998,37.5254187,127.028869
비전과멘토학원,서울특별시 강남구 선릉로66길 9,입시.검정 및 보습,10,37.4986482,127.0527102
이끌림영어학원,서울특별시 강남구 역삼로 417,입시.검정 및 보습,114,37.5013862,127.0526773
아트봄미술교습소,서울특별시 강남구 개포로82길 13-9,예능(대),10,37.4886373,127.0677765
연우아카데미문예창작학원,서울특별시 강남구 논현로155길 8,입시.검정 및 보습,412,37.52190900000001,127.0273223
논술공감학원,서울특별시 강남구 삼성로 212,입시.검정 및 보습,73,37.4974176,127.0653272
아이뮤직음악학원,서울특별시 강남구 삼성로119길 37,예능(대),30,37.515298,127.0485626
엠피(MP)수학학원,서울특별시 강남구 선릉로62길 32-3,입시.검정 및 보습,30,37.4976541,127.055336
개념폴리아학원,서울특별시 강남구 남부순환로 2911-1,입시.검정 및 보습,4360,37.4927102,127.0577477
더프라임수학학원,서울특별시 강남구 도곡로 521,입시.검정 및 보습,500,37.5000321,127.0632277
임지석과학전문학원,서울특별시 강남구 선릉로 660,입시.검정 및 보습,30,37.5155551,127.0423675
해커스로스쿨학원,서울특별시 강남구 강남대로 428,종합(대),410,37.5007737,127.0267129
애로우잉글리시학원,서울특별시 강남구 강남대로78길 12,입시.검정 및 보습,330,37.4948619,127.0303579
세정2층학원,서울특별시 강남구 도곡로 435,종합(대),1016,37.4985188,127.0577494
엠(M)클래스학원,서울특별시 강남구 선릉로62길 39,입시.검정 및 보습,28,37.4982592,127.0555379
개념원리원격학원,서울특별시 강남구 테헤란로8길 37,입시.검정 및 보습,16800,37.4966013,127.0325739
리엔이화피아노교습소,서울특별시 강남구 헌릉로590길 63,예능(대),35,37.4602882,127.1011856
임재한문교습소,서울특별시 강남구 삼성로 212,입시.검정 및 보습,14,37.4974176,127.0653272
잉글리쉬클리닉영어교습소,서울특별시 강남구 역삼로64길 26,입시.검정 및 보습,5,37.4994478,127.0533138
엠에스씨수학학원,서울특별시 강남구 영동대로50길 10,입시.검정 및 보습,70,37.4985403,127.0699374
수학마루교습소,서울특별시 강남구 삼성로 212,입시.검정 및 보습,15,37.4974176,127.0653272
뉴(NEW)이선생수학전문학원,서울특별시 강남구 광평로10길 6,입시.검정 및 보습,220,37.4818897,127.0775108
노바(NOVA)수학학원,서울특별시 강남구 개포로 615,입시.검정 및 보습,47,37.4926936,127.0756284
개인별맞춤수신수학교습소,서울특별시 강남구 삼성로 324,입시.검정 및 보습,75,37.5008476,127.0601302
펨토스에듀학원,서울특별시 강남구 역삼로 552,입시.검정 및 보습,75,37.5044438,127.0634946
라하잉글리시강남개포직영학원,서울특별시 강남구 개포로 615,입시.검정 및 보습,224,37.4926936,127.0756284
리드101대치영어학원,서울특별시 강남구 도곡로 531,입시.검정 및 보습,1000,37.50032119999999,127.0644992
에스씨수학학원,서울특별시 강남구 삼성로58길 29,입시.검정 및 보습,210,37.4992421,127.0635885
일대일수학교습소,서울특별시 강남구 남부순환로 2921,입시.검정 및 보습,28,37.4936059,127.0597001
별나무미술교습소,서울특별시 강남구 압구정로29길 68,예능(대),7,37.5319756,127.0285632
지스트수학전문학원,서울특별시 강남구 남부순환로363길 12-53,입시.검정 및 보습,30,37.4866201,127.0388676
리터니손민국어교습소,서울특별시 강남구 삼성로 212,입시.검정 및 보습,9,37.4974176,127.0653272
아트움미술교습소,서울특별시 강남구 개포로124길 17,예능(대),4,37.493646,127.0831226
미래의학원,서울특별시 강남구 삼성로 350-5,종합(대),847,37.5029035,127.0594249
귀큰여우창작소미술학원,서울특별시 강남구 선릉로 225,예능(대),12,37.4953404,127.0526522
정현영어학원,서울특별시 강남구 도곡로 405,입시.검정 및 보습,40,37.4974385,127.0546376
그루샘수학보습학원,서울특별시 강남구 도곡로 532,입시.검정 및 보습,180,37.4997795,127.0645688
에이매쓰학원,서울특별시 강남구 언주로30길 10,입시.검정 및 보습,12,37.4873616,127.0513255
