학교종류명,학교명,도로명주소,Latitude,Longitude,2023
초등학교,서울인수초등학교,서울특별시 강북구 인수봉로 269,37.6428269,127.0099832,20.7
초등학교,서울유현초등학교,서울특별시 강북구 인수봉로37길 24,37.6319398,127.011674,20.7
초등학교,서울월곡초등학교,서울특별시 성북구 장월로3길 42,37.60992390000001,127.046587,21.6
초등학교,서울우이초등학교,서울특별시 강북구 삼양로99길 36,37.6384762,127.01493,20.7
초등학교,서울오현초등학교,서울특별시 강북구 월계로 221,37.6232155,127.0468038,20.7
초등학교,서울안암초등학교,서울특별시 성북구 고려대로7가길 39,37.5871946,127.0226323,21.6
초등학교,서울숭인초등학교,서울특별시 성북구 오패산로16길 37,37.6088767,127.0374712,21.6
초등학교,서울숭례초등학교,서울특별시 성북구 종암로5길 14,37.5948961,127.034946,21.6
초등학교,서울숭덕초등학교,서울특별시 성북구 정릉로 279,37.6039236,127.0133439,21.6
초등학교,서울숭곡초등학교,서울특별시 성북구 종암로40길 30,37.6084791,127.0324504,21.6
초등학교,서울수유초등학교,서울특별시 강북구 삼양로74길 39,37.6305928,127.0202757,20.7
초등학교,서울수송초등학교,서울특별시 강북구 한천로124길 14,37.6370942,127.0329991,20.7
초등학교,서울송천초등학교,서울특별시 강북구 삼양로20길 29,37.6156559,127.0235919,20.7
초등학교,서울송중초등학교,서울특별시 강북구 오현로 9,37.6169246,127.0315704,20.7
초등학교,서울성북초등학교,서울특별시 성북구 성북로 102-10,37.5936544,126.9982793,21.6
초등학교,서울석관초등학교,서울특별시 성북구 돌곶이로22길 21,37.6108977,127.0591729,21.6
초등학교,서울석계초등학교,서울특별시 성북구 한천로58길 273,37.608605,127.0697639,21.6
초등학교,서울삼양초등학교,서울특별시 강북구 삼양로49길 17,37.6235075,127.016635,20.7
초등학교,서울삼선초등학교,서울특별시 성북구 보문로29길 106,37.5863104,127.0125541,21.6
초등학교,서울삼각산초등학교,서울특별시 강북구 삼양로19길 141,37.6160105,127.0146386,20.7
초등학교,서울번동초등학교,서울특별시 강북구 오현로 204,37.6289878,127.0407102,20.7
초등학교,서울미양초등학교,서울특별시 강북구 솔샘로 195,37.6209522,127.0137139,20.7
초등학교,서울미아초등학교,서울특별시 성북구 삼양로 77,37.6104613,127.0217263,21.6
초등학교,서울동신초등학교,서울특별시 성북구 보문사길 50,37.5826184,127.0169521,21.6
초등학교,서울돈암초등학교,서울특별시 성북구 동소문로13길 38,37.5933531,127.0129865,21.6
초등학교,서울길음초등학교,서울특별시 성북구 길음로 142,37.6139045,127.0174177,21.6
초등학교,서울길원초등학교,서울특별시 성북구 길음로15길 55,37.6092757,127.0166521,21.6
초등학교,서울개운초등학교,서울특별시 성북구 정릉로48길 52,37.6018084,127.0277709,21.6
초등학교,서울개현초등학교,서울특별시 강남구 선릉로 15,37.5006784,127.0489432,23.8
초등학교,서울자곡초등학교,서울특별시 강남구 자곡로 150,37.47210099999999,127.0996175,23.8
초등학교,서울율현초등학교,서울특별시 강남구 밤고개로21길 15,37.47451520000001,127.108285,23.8
초등학교,서울우솔초등학교,서울특별시 서초구 양재대로2길 74,37.4570244,127.0193154,24.5
초등학교,서울세명초등학교,서울특별시 강남구 자곡로 55,37.4686014,127.0909942,23.8
초등학교,서울우면초등학교,서울특별시 서초구 태봉로,37.4656378,127.0258724,24.5
초등학교,서울학동초등학교,서울특별시 강남구 선릉로115길 42,37.5120662,127.0398114,23.8
초등학교,서울포이초등학교,서울특별시 강남구 개포로22길 87,37.4755995,127.0523238,23.8
초등학교,서울청담초등학교,서울특별시 강남구 압구정로71길 9,37.5279801,127.0450373,23.8
초등학교,서울잠원초등학교,서울특별시 서초구 신반포로16길 15-25,37.5015562,126.9980944,24.5
초등학교,서울일원초등학교,서울특별시 강남구 영동대로4길 20,37.4895034,127.0763998,23.8
초등학교,서울이수초등학교,서울특별시 서초구 방배천로4길 23,37.4781376,126.9846188,24.5
초등학교,서울원촌초등학교,서울특별시 서초구 사평대로45길 26,37.5059612,127.0127995,24.5
초등학교,서울원명초등학교,서울특별시 서초구 고무래로 90-6,37.5005095,127.0167948,24.5
초등학교,서울우암초등학교,서울특별시 서초구 바우뫼로7길 38,37.4719495,127.0245003,24.5
초등학교,서울왕북초등학교,서울특별시 강남구 광평로31길 74,37.4861747,127.0864664,23.8
초등학교,서울영희초등학교,서울특별시 강남구 일원로 21,37.4919412,127.0812766,23.8
초등학교,서울역삼초등학교,서울특별시 강남구 강남대로66길 21,37.4928011,127.0327832,23.8
초등학교,서울언주초등학교,서울특별시 강남구 남부순환로363길 19,37.4865471,127.0371722,23.8
초등학교,서울언북초등학교,서울특별시 강남구 삼성로135길 42,37.5199691,127.0456266,23.8
초등학교,서울언남초등학교,서울특별시 서초구 헌릉로8길 42,37.4539193,127.0615139,24.5
초등학교,서울양전초등학교,서울특별시 강남구 개포로 513,37.4904255,127.07003,23.8
초등학교,서울양재초등학교,서울특별시 서초구 바우뫼로18길 14,37.4738537,127.0319617,24.5
초등학교,서울압구정초등학교,서울특별시 강남구 압구정로39길 29,37.5313997,127.0309069,23.8
초등학교,서울신중초등학교,서울특별시 서초구 남부순환로317길 15,37.479992,127.0097706,24.5
초등학교,서울신동초등학교,서울특별시 서초구 나루터로 15,37.5169419,127.01187,24.5
초등학교,서울신구초등학교,서울특별시 강남구 압구정로18길 28,37.5231178,127.0241858,23.8
초등학교,서울수서초등학교,서울특별시 강남구 광평로51길 46,37.4908423,127.101657,23.8
초등학교,서울서초초등학교,서울특별시 서초구 서운로 178,37.4992427,127.0241149,24.5
초등학교,서울서일초등학교,서울특별시 서초구 남부순환로339길 38,37.484788,127.0226053,24.5
초등학교,서울서이초등학교,서울특별시 서초구 서운로 35,37.4912107,127.0259518,24.5
초등학교,서울서원초등학교,서울특별시 서초구 고무래로 63,37.5026378,127.0151948,24.5
초등학교,서울서래초등학교,서울특별시 서초구 방배로 260,37.4961027,126.9893974,24.5
초등학교,서울삼릉초등학교,서울특별시 강남구 봉은사로63길 22,37.512835,127.0470984,23.8
초등학교,서울봉은초등학교,서울특별시 강남구 학동로 610,37.52041,127.0608528,23.8
초등학교,서울방현초등학교,서울특별시 서초구 효령로4길 58,37.4763368,126.9902243,24.5
초등학교,서울방일초등학교,서울특별시 서초구 방배로18길 52,37.4853305,126.9980435,24.5
초등학교,서울방배초등학교,서울특별시 서초구 방배중앙로13길 26,37.4871609,126.9874672,24.5
초등학교,서울반포초등학교,서울특별시 서초구 신반포로 55-4,37.5028212,126.9910879,24.5
초등학교,서울반원초등학교,서울특별시 서초구 잠원로3길 28,37.5099506,127.0040474,24.5
초등학교,서울매헌초등학교,서울특별시 서초구 언남길 8,37.47113520000001,127.0420729,24.5
초등학교,서울도성초등학교,서울특별시 강남구 역삼로 313,37.5009074,127.0491834,23.8
초등학교,서울도곡초등학교,서울특별시 강남구 선릉로64길 33,37.4990608,127.0546706,23.8
초등학교,서울대현초등학교,서울특별시 강남구 역삼로98길 16,37.5035728,127.0638597,23.8
초등학교,서울대치초등학교,서울특별시 강남구 양재천로 363,37.4909106,127.0622675,23.8
초등학교,서울대청초등학교,서울특별시 강남구 양재대로55길 28,37.4928354,127.0879259,23.8
초등학교,서울대진초등학교,서울특별시 강남구 개포로109길 74,37.4966858,127.0780444,23.8
초등학교,서울대왕초등학교,서울특별시 강남구 헌릉로618길 8,37.4644284,127.1055381,23.8
초등학교,서울대모초등학교,서울특별시 강남구 광평로20길 27,37.4811396,127.0862343,23.8
초등학교,서울대도초등학교,서울특별시 강남구 선릉로 209,37.4926976,127.0535224,23.8
초등학교,서울대곡초등학교,서울특별시 강남구 남부순환로 3022,37.4944062,127.0651765,23.8
초등학교,서울논현초등학교,서울특별시 강남구 강남대로120길 33,37.5082167,127.0263166,23.8
초등학교,서울구룡초등학교,서울특별시 강남구 개포로 263,37.4807968,127.0519292,23.8
초등학교,서울개포초등학교,서울특별시 강남구 삼성로4길 30,37.4876225,127.0685038,23.8
초등학교,서울개일초등학교,서울특별시 강남구 개포로 401,37.4859589,127.0580194,23.8
초등학교,서울개원초등학교,서울특별시 강남구 선릉로 29,37.4813655,127.0590553,23.8
초등학교,계성초등학교,서울특별시 서초구 신반포로19길 23,37.504628,126.9967453,24.5
초등학교,서울교육대학교부설초등학교,서울특별시 서초구 서초중앙로 96,37.4901737,127.0162346,24.5
초등학교,유석초등학교,서울특별시 강서구 화곡로69길 9,37.5596453,126.853311,20.9
초등학교,서울신은초등학교,서울특별시 양천구 신정이펜2로 30,37.5137225,126.8322559,22.2
초등학교,서울화일초등학교,서울특별시 강서구 까치산로10길 70,37.5406155,126.8475317,20.9
초등학교,서울화곡초등학교,서울특별시 강서구 초록마을로 28,37.5432203,126.8460779,20.9
초등학교,서울탑산초등학교,서울특별시 강서구 허준로 109,37.566767,126.8523733,20.9
초등학교,서울치현초등학교,서울특별시 강서구 방화대로47길 43,37.5756214,126.8145749,20.9
초등학교,서울지향초등학교,서울특별시 양천구 신정로11길 74,37.5131338,126.8374245,22.2
초등학교,서울정목초등학교,서울특별시 양천구 목동중앙로3길 30-10,37.5373164,126.8704925,22.2
초등학교,서울정곡초등학교,서울특별시 강서구 방화대로50길 22,37.5766459,126.8189585,20.9
초등학교,서울장수초등학교,서울특별시 양천구 신정로13가길 30,37.512921,126.8452303,22.2
초등학교,서울은정초등학교,서울특별시 양천구 목동남로 85,37.5112421,126.8673805,22.2
초등학교,서울월촌초등학교,서울특별시 양천구 목동중앙로 132,37.5400198,126.8761842,22.2
초등학교,서울월정초등학교,서울특별시 강서구 월정로 176,37.5344275,126.8362849,20.9
초등학교,서울우장초등학교,서울특별시 강서구 화곡로 263,37.5489346,126.8462014,20.9
초등학교,서울영도초등학교,서울특별시 양천구 목동중앙로 70,37.5357584,126.8715056,22.2
초등학교,서울염창초등학교,서울특별시 강서구 양천로 646-28,37.552971,126.8680404,20.9
초등학교,서울염동초등학교,서울특별시 강서구 양천로73길 17,37.5522237,126.8722695,20.9
초등학교,서울염경초등학교,서울특별시 강서구 양천로69길 49,37.5548339,126.8712719,20.9
초등학교,서울양화초등학교,서울특별시 양천구 목동중앙북로16길 57,37.5436993,126.8746309,22.2
초등학교,서울양천초등학교,서울특별시 강서구 양천로 329,37.5700268,126.8395942,20.9
초등학교,서울양원초등학교,서울특별시 양천구 화곡로 16,37.5389017,126.8234692,22.2
초등학교,서울양목초등학교,서울특별시 양천구 목동로11길 30,37.5236893,126.8612281,22.2
초등학교,서울양명초등학교,서울특별시 양천구 중앙로 204,37.5156672,126.8562088,22.2
초등학교,서울양동초등학교,서울특별시 양천구 오목로23길 24,37.5260815,126.8512105,22.2
초등학교,서울양강초등학교,서울특별시 양천구 오목로 101,37.5238932,126.847479,22.2
초등학교,서울신정초등학교,서울특별시 강서구 곰달래로31가길 27,37.5327379,126.8525524,20.9
초등학교,서울신월초등학교,서울특별시 강서구 강서로31길 48,37.5400157,126.8391213,20.9
초등학교,서울신원초등학교,서울특별시 양천구 남부순환로58길 32,37.5294135,126.8298312,22.2
초등학교,서울신서초등학교,서울특별시 양천구 목동서로10길 35,37.5202506,126.862432,22.2
초등학교,서울신목초등학교,서울특별시 양천구 신목로5길 11-6,37.5169129,126.8728585,22.2
