학교종류명,학교명,도로명주소,Latitude,Longitude,2023
중학교,우신중학교,서울특별시 구로구 부일로 917,37.4948547,126.8273689,22.9
중학교,오류중학교,서울특별시 구로구 고척로27바길 19,37.5075423,126.8461291,22.9
중학교,오남중학교,서울특별시 구로구 오리로9길 25,37.48728699999999,126.8366329,22.9
중학교,영원중학교,서울특별시 영등포구 영등포로62길 31,37.5156213,126.9140197,23.1
중학교,영서중학교,서울특별시 구로구 도림로20길 35,37.4890744,126.8945693,22.9
중학교,영림중학교,서울특별시 구로구 가마산로27길 17,37.4976446,126.8906068,22.9
중학교,영남중학교,서울특별시 영등포구 대림로31나길 17,37.4975122,126.8959865,23.1
중학교,여의도중학교,서울특별시 영등포구 국제금융로7길 46,37.5238067,126.9354341,23.1
중학교,양화중학교,서울특별시 영등포구 당산로 56,37.5195125,126.8961529,23.1
중학교,안천중학교,서울특별시 금천구 한내로 69-44,37.4592047,126.8877283,21.4
중학교,신도림중학교,서울특별시 구로구 경인로63길 74,37.5105185,126.8853304,22.9
중학교,시흥중학교,서울특별시 금천구 시흥대로38길 60,37.4457866,126.9054713,21.4
중학교,세일중학교,서울특별시 금천구 시흥대로147길 34,37.47464,126.8956215,21.4
중학교,선유중학교,서울특별시 영등포구 선유로 213,37.5328356,126.8943436,23.1
중학교,문일중학교,서울특별시 금천구 시흥대로47길 45,37.4494154,126.898308,21.4
중학교,문성중학교,서울특별시 금천구 독산로102길 78,37.4755737,126.9082083,21.4
중학교,문래중학교,서울특별시 영등포구 선유서로13길 6,37.5202105,126.8842531,23.1
중학교,동일중학교,서울특별시 금천구 탑골로10길 45,37.4512743,126.916348,21.4
중학교,대영중학교,서울특별시 영등포구 도림로80가길 14,37.503036,126.9050773,23.1
중학교,대림중학교,서울특별시 영등포구 시흥대로185길 6,37.492146,126.9076036,23.1
중학교,당산중학교,서울특별시 영등포구 버드나루로 160,37.5318208,126.9074304,23.1
중학교,당산서중학교,서울특별시 영등포구 당산로41길 12,37.5320544,126.8986112,23.1
중학교,난곡중학교,서울특별시 금천구 문성로 67,37.4777201,126.9106571,21.4
